          11  0.628318530717958647692528676655900579         15.8839979245112536474283762710364003         15.9880119175849255279420774445316840         11.6270368702956366485583761023084003         11.5018452776042661964339973444557549         11.8289975394658230942167886999252937         19.0184499304449809540413481783618660         209.979217616602209805452017449107221         208.888126745900034006046899469700204         208.079546302021266071190926847249462         143.277210815235436514036476202335765         138.770161689980215933584337831358323         161.013092756348831916251024235176835      
          21  0.314159265358979323846264338327950289         19.6243623339210447184371103795582179         20.8711504703909736943745672665523890         21.5992135041318777734427050019352196         23.6304185421636507420763289614495597         39.2053475601308551696862999108343772         64.1991239527657168149600547662798132         205.002095025414164114098942424661446         199.018295823524793951050767304535356         194.631353713663711651946434809221302         198.327909236689641932277656074627017         347.844993547382690398318292086604913         753.770042795362603624681577411099671      
          51  0.125663706143591729538505735331180111         7.08285212881749771429939050295235069         3.58008739063591536286898751546286168         1.98047928779665517669025933203345056         6.67579495548041470279641075142752026         17.0747829528108955180889649844031572         7.03750392028444810318025042679124349         155.571079020032587486154070300919504         90.5151465772472703289656005995753393         53.8079876719083551670334108005014161         221.042508910076502636885428835720898         439.890784273398634035424486298594699         561.962454131209046593598614763595537      
         101   6.28318530717958647692528676655900555E-0002   1.99671743242479696208553688958823249        0.303639336224703438063781998559631443         5.21648298597895701389252176206065784E-0002   2.91097048909354861782440820686977952        0.881124764308358472925403748757673913        0.454448096188232577305864515266444222         53.8406105301146940836038155913110108         8.88501876373919797062672043916096322         1.57121736812650124062649864816685320         132.779525661395951806785344093484004         58.2651529828427657927998288051145279         20.5913244898653605778127624105110477      
         201   3.14159265358979323846264338327950277E-0002  0.516445807036491002790156724982765343         2.05149690563855153501742899895682972E-0002   9.29621055941863814461330617182086044E-0004  0.844440176321735483694365999995258794         9.74464051219691806371117770347041602E-0002   1.25140793537192490313507565854564482E-0002   14.6483632392762455477215693036100990        0.852650179212200141387422217098066230         3.48786909778692866769859888579240097E-0002   62.9398040434196827162570712960935825         11.1647945954457859226633027690529905         1.73924129669170022899109471566152297      
         501   1.25663706143591729538505735331180108E-0002   8.34526068834686168255680374551305633E-0002   5.36590494217684655345479626454112257E-0004   3.95083679107506946169802212777330042E-0006  0.136960233728067766969401794398085965         2.78231046649694718322213618656099191E-0003   7.18140320075439469375037352895435062E-0005   3.48753400458655767548287643427048237         5.29239497804664787587740139921434240E-0002   5.92242179139727917387955731982357220E-0004   24.3828535862635910199332281278268783        0.751216220376627249906497467292287335         2.37233771860668104825463911002366585E-0002
        1001   6.28318530717958647692528676655900540E-0003   2.08883062494907686845922551741294913E-0002   3.36414673396994468670648518798320543E-0005   6.20578422955722555017307552699789595E-0008   3.39911854325253279097767557163985273E-0002   1.70307998479117231528360587409574244E-0004   1.09566012463971902855360076547803763E-0006   1.31621324353268004388255696102533611         5.58119606333417042690371034424991141E-0003   1.66785983929588723419717016087040523E-0005   12.0931546063684209345829092419000981         9.17216583235004476535482272039966217E-0002   7.20108843244897012499052782290765136E-0004
        2001   3.14159265358979323846264338327950270E-0003   5.22522383355084460075498176108973258E-0003   2.10433737052117770271567583530254543E-0006   9.70992987208159546564857342379012631E-0010   8.44824716857464716164035668662495328E-0003   1.04218214066659602477375251930051604E-0005   1.64690374491350563613884488039104070E-0008  0.539866610342999006860169791164055739         6.12633335831024438091503245029074510E-0004   4.66990298289716774916097203134089644E-0007   6.02545155282804755207177605227166751         1.12450089105702073464955000779358120E-0002   2.16676139101867226856466901112281211E-0005
        5001   1.25663706143591729538505735331180108E-0003   8.36190625399565834765542268410066135E-0004   5.38838833469297640658735793111271099E-0008   4.00059843333488219967809206488149559E-0012   1.34603566078587524857295461114630345E-0003   2.62511190219351058798507117778692653E-0007   6.51579013949456558733000886080452610E-0011  0.186273869796952197249013873951425089         3.55688497723916322897315442838649541E-0005   4.37538192115665543645128521817653693E-0009   2.40553133616449224636040825646701098         7.09564301291515025495826020845539433E-0004   2.14772083829495261064418447971022837E-0007
       10001   6.28318530717958647692528676655900540E-0004   2.09054386719283597714475126721871015E-0004   3.36824166252544914826995696872388155E-0009   1.08536198910577596342612956381273075E-0013   3.35997040888022661815220184458723236E-0004   1.63088205596832031218684897854250748E-0008   7.01541541643439356079900563880411267E-0013   8.80907241445266914704796797108475398E-0002   4.28703723379806643287362741750233494E-0006   1.43006060873317273376690267010730453E-0010   1.20202451409101665916325754884923966         8.82409295471213202047117601708913243E-0005   5.04823376846370682549255911423458065E-0009
       20001   3.14159265358979323846264338327950270E-0004   5.22637543412151743133654727564694085E-0005   2.11285567254297721084958671132423012E-0010   1.19137014310918264334413327455008262E-0013   8.39334949284312652008611027966456425E-0005   1.01621595863715236946087238716480408E-0009   1.43325922090048172015597968378776723E-0012   4.27747142270141398816995477925713031E-0002   5.25256834307458067702163774173697995E-0007   4.67155964381951616415727632247738344E-0011  0.600830055326163883451720967118140550         1.10039920147006255196496386949537518E-0005   1.29083736398127749884845714182948479E-0008
       50001   1.25663706143591729538505735331180117E-0004   8.36222793337239743571250496787924450E-0006   5.70800466676467249946463755328387285E-0012   2.04386442886631658499288381689329185E-0012   1.34229547526706559523598552022959226E-0005   2.39783777120027995375500609016030482E-0011   7.31415563117225162294084863577767758E-0012   1.68037842799645142691114158352167658E-0002   3.77667339261624201756310274431282693E-0008   4.79275781886042175447453049692876804E-0008  0.240288684677017162136418247879095607         6.85920272235912581777902591353255746E-0007   4.81132998675689407787216020364205452E-0007
      100001   6.28318530717958647692528676655900587E-0005   2.09055723616679705398707170364328028E-0006   1.04736787065949609807000485939204229E-0012   4.08772144567332537383955239672338776E-0012   3.35520119917516914709358535690330963E-0006   8.31634585988174013159785280013993887E-0012   1.46270757203518920232330437927805938E-0011   8.35078051004721448867802424457880084E-0003   2.21704718721655249477925792207345458E-0008   1.91684810970532558348299954874169413E-0007  0.120137151831742994039936979201843890         9.01128969864920915441014188584335899E-0008   1.92423975038902422544011037593732230E-0006
      200001   3.14159265358979323846264338327950293E-0005   5.22639377788500570341162311653236080E-0007   1.72301665673322751173327148960428195E-0012   8.17543917404780769396138817239481212E-0012   8.38732935947859838800902801351601235E-0007   1.80818523514381325082668770830737901E-0011   2.92529002330863690261677280128092466E-0011   4.16260350280684614683878261170550521E-0003   7.26393359433082128869646429899550403E-0008   7.66687202231155017455613319994475285E-0007   6.00667813184319090314238581764119609E-0002   5.17380976688181280858303449679834067E-0007   7.69635477948495155650130886149907201E-0006
      500001   1.25663706143591729538505735331180111E-0005   8.36222997761478472556757471902527616E-0008   1.47592142507517239766141081578506369E-0011   2.41315248743161721089997813419695892E-0011   1.34185003942231800768117136214264052E-0007   2.30730313584909435762920534748728486E-0011   1.51620036341638563007610258827357372E-0010   1.66144688201615516458445301665099887E-0003   8.08628259840538176319079607094140727E-0007   1.63367296020591002230000505311179532E-0006   2.40255908935763449426393903562515380E-0002   4.08124053070988151645322152113907736E-0006   3.24064358901917040338889223747507241E-0005
     1000001   6.28318530717958647692528676655900557E-0006   2.09055743558236340892521949363672337E-0008   2.95184953070166516814185008641991954E-0011   4.82630495670748615461118448764479005E-0011   3.35355778059493347918918136827267638E-0008   4.61444695334843721979296767975722911E-0011   3.03234184933838178324614845846580896E-0010   8.28375699456645405295704003584865935E-0004   3.23432105727107323262813684632698578E-0006   6.53445153894032898511433558956909718E-0006   1.20103043589294824835702368125486658E-0002   1.63229464406720720878032660432687467E-0005   1.29620854030181962052661931410240526E-0004
