          11  0.628318548       15.8840008       15.9880152       11.6270552       11.5018339       11.8289719       19.0184021       209.979248       208.888153       208.079575       143.277298       138.770294       161.012894    
          21  0.314159274       19.6243706       20.8711605       21.5992241       23.6303902       39.2053185       64.1989517       205.002121       199.018326       194.631378       198.327606       347.845398       753.768005    
          51  0.125663713       7.08285904       3.58008385       1.98047447       6.67574692       17.0748291       7.03711128       155.571075       90.5151825       53.8079987       221.043579       439.891418       561.948669    
         101   6.28318563E-02   1.99672604      0.303635597       5.21612167E-02   2.91099072      0.880962849      0.454247475       53.8405151       8.88484192       1.57101440       132.779877       58.2566376       20.5741291    
         201   3.14159282E-02  0.516431808       2.05554962E-02   9.99450684E-04  0.844430923       9.74702835E-02   1.22604370E-02   14.6485138      0.855575562       3.43017578E-02   62.9389801       11.1672955       1.71703339    
         501   1.25663709E-02   8.35227966E-02   8.56399536E-04   4.66346741E-04  0.137040138       2.15625763E-03   1.72901154E-03   3.49382019       4.95681763E-02   5.48706055E-02   24.4064789      0.559295654      0.596855164    
        1001   6.28318544E-03   2.12612152E-02   1.10149384E-03   1.13964081E-03   3.46708298E-02   1.29032135E-03   3.06701660E-03   1.29644775      0.146209717      0.177650452       12.2407074      0.642715454       1.93977356    
        2001   3.14159272E-03   6.30378723E-03   2.13813782E-03   2.34031677E-03   8.56685638E-03   1.61457062E-03   6.09683990E-03  0.529663086      0.530841827      0.637588501       5.81700134       2.58058167       9.00733948    
        5001   1.25663704E-03   4.53567505E-03   5.13076782E-03   5.85174561E-03   3.72982025E-03   9.31453705E-03   2.30016708E-02   2.00242233       3.96201706       5.59289169       6.48912048       25.2625580       81.7326508    
       10001   6.28318521E-04   8.66603851E-03   1.04055405E-02   1.10387802E-02   5.30338287E-03   1.40008926E-02   1.80444717E-02   10.2402039       15.6191101       17.8741150       14.0558014       60.2672272       67.4298248    
       20001   3.14159261E-04   1.96590424E-02   2.69222260E-02   3.08132172E-02   7.61127472E-03   2.24676132E-02   4.89263535E-02   48.9443588       85.8115463       107.585289       37.6697845       250.267441       631.377319    
       50001   1.25663704E-04   6.84566498E-02   8.73146057E-02   9.68971252E-02   3.39784622E-02   6.93788528E-02  0.115277290       440.456665       813.232056       1061.86902       348.496765       1352.52795       2687.08472    
      100001   6.28318521E-05  0.117099762      0.157012939      0.178817749       1.25188828E-02   6.41660690E-02  0.162310600       1345.12280       2474.01050       3240.26392       609.305969       4530.54443       11944.6455    
      200001   3.14159261E-05  0.208679199      0.289733887      0.342224121       6.13470078E-02   6.67181015E-02  0.428912163       5088.47461       11053.3916       15630.8672       2039.55457       8701.74707       86675.8906    
      500001   1.25663710E-05  0.517360687      0.649534225      0.720823288      0.248847008      0.720526695       1.29474545       31081.2168       55820.9062       72141.1562       39947.6641       173311.812       453829.375    
     1000001   6.28318548E-06   1.22809982       1.71548462       2.01476669      0.362505913      0.971880913       1.78047466       125599.188       254714.312       351532.094       104300.938       440717.875       822477.750    
     2000001   3.14159274E-06   1.93199921       2.97000504       3.62663269      0.662909508       1.99686909       3.82499409       552062.625       1178747.38       1644881.75       378137.562       2047814.88       5265973.00    
     5000001   1.25663712E-06   3.06666756       4.40472794       5.16998291       1.35624409       4.01249409       5.52811909       2014322.25       4111479.00       5781725.50       1815505.38       7921106.50       17374092.0    
    10000001   6.28318560E-07   10.2398396       14.0020332       16.0134907       4.04374409       6.85822201       10.9187441       12732400.0       22642280.0       29108536.0       6565285.50       27114370.0       63608016.0    
    20000001   3.14159280E-07   37.6952744       46.6875229       50.3763618       3.14177799       10.4542780       18.3937569       87933160.0       157347824.       198682080.       22281690.0       98099936.0       300408800.    
    50000001   1.25663703E-07   54.9498672       66.5540695       72.1477966       36.2332230       71.9832230       152.483215       290457792.       575610432.       770890176.       362077472.       1.42816691E+09   5.16778086E+09
